county,state,fips,recent_cases,recent_deaths,pop2019,f_inf_rep,undercount,tooltip
Jasper,Indiana,18073,13,0,33562,3.873428281985579e-4,NA,"Jasper county, Indiana
 recent cases: 13
 recent prevalence: 0.04%
 possible undercount: NAx"
Jasper,Iowa,19099,166,3,37185,0.004464165658195509,1.8072289156626506,"Jasper county, Iowa
 recent cases: 166
 recent prevalence: 0.45%
 possible undercount: 1.8x"
Jasper,Mississippi,28061,41,1,16383,0.0025025941524751266,2.4390243902439024,"Jasper county, Mississippi
 recent cases: 41
 recent prevalence: 0.25%
 possible undercount: 2.4x"
Jasper,Missouri,29097,2,0,121328,1.6484241065541342e-5,NA,"Jasper county, Missouri
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: NAx"
Jasper,South Carolina,45053,6,0,30073,1.9951451468094305e-4,NA,"Jasper county, South Carolina
 recent cases: 6
 recent prevalence: 0.02%
 possible undercount: NAx"
Jasper,Texas,48241,8,0,35529,2.251681724788201e-4,NA,"Jasper county, Texas
 recent cases: 8
 recent prevalence: 0.02%
 possible undercount: NAx"
Jay,Indiana,18075,9,0,20436,4.4039929536112744e-4,NA,"Jay county, Indiana
 recent cases: 9
 recent prevalence: 0.04%
 possible undercount: NAx"
Jeff Davis,Georgia,13161,15,0,15115,9.923916639100231e-4,NA,"Jeff Davis county, Georgia
 recent cases: 15
 recent prevalence: 0.10%
 possible undercount: NAx"
Jefferson,Alabama,01073,320,23,658573,4.858990575076719e-4,7.1875,"Jefferson county, Alabama
 recent cases: 320
 recent prevalence: 0.05%
 possible undercount: 7.2x"
Jefferson,Arkansas,05069,64,12,66824,9.577397342272237e-4,18.75,"Jefferson county, Arkansas
 recent cases: 64
 recent prevalence: 0.10%
 possible undercount: 18.8x"
Jefferson,Colorado,08059,455,48,582881,7.806053036554632e-4,10.54945054945055,"Jefferson county, Colorado
 recent cases: 455
 recent prevalence: 0.08%
 possible undercount: 10.5x"
Jefferson,Florida,12065,2,1,14246,1.4039028499227853e-4,50,"Jefferson county, Florida
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: 50.0x"
Jefferson,Georgia,13163,5,0,15362,3.254784533263898e-4,NA,"Jefferson county, Georgia
 recent cases: 5
 recent prevalence: 0.03%
 possible undercount: NAx"
Jefferson,Idaho,16051,0,0,29871,0,NA,"Jefferson county, Idaho
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Jefferson,Illinois,17081,53,15,37684,0.0014064324381700456,28.30188679245283,"Jefferson county, Illinois
 recent cases: 53
 recent prevalence: 0.14%
 possible undercount: 28.3x"
Jefferson,Indiana,18077,9,0,32308,2.785687755354711e-4,NA,"Jefferson county, Indiana
 recent cases: 9
 recent prevalence: 0.03%
 possible undercount: NAx"
Jefferson,Iowa,19101,1,0,18295,5.465974309920743e-5,NA,"Jefferson county, Iowa
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Jefferson,Kansas,20087,4,0,19043,2.1005093735230792e-4,NA,"Jefferson county, Kansas
 recent cases: 4
 recent prevalence: 0.02%
 possible undercount: NAx"
Jefferson,Kentucky,21111,572,38,766757,7.459990583718179e-4,6.643356643356643,"Jefferson county, Kentucky
 recent cases: 572
 recent prevalence: 0.07%
 possible undercount: 6.6x"
Jefferson,Louisiana,22051,689,93,432493,0.0015930893679204057,13.497822931785196,"Jefferson county, Louisiana
 recent cases: 689
 recent prevalence: 0.16%
 possible undercount: 13.5x"
Jefferson,Mississippi,28063,19,0,6990,0.0027181688125894133,NA,"Jefferson county, Mississippi
 recent cases: 19
 recent prevalence: 0.27%
 possible undercount: NAx"
Jefferson,Missouri,29099,49,7,225081,2.176994059916208e-4,14.285714285714286,"Jefferson county, Missouri
 recent cases: 49
 recent prevalence: 0.02%
 possible undercount: 14.3x"
Jefferson,Montana,30043,0,0,12221,0,NA,"Jefferson county, Montana
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Jefferson,Nebraska,31095,3,0,7046,4.257734885041158e-4,NA,"Jefferson county, Nebraska
 recent cases: 3
 recent prevalence: 0.04%
 possible undercount: NAx"
Jefferson,New York,36045,9,0,109834,8.194183950325036e-5,NA,"Jefferson county, New York
 recent cases: 9
 recent prevalence: 0.01%
 possible undercount: NAx"
Jefferson,Ohio,39081,15,1,65325,2.296211251435132e-4,6.666666666666667,"Jefferson county, Ohio
 recent cases: 15
 recent prevalence: 0.02%
 possible undercount: 6.7x"
Jefferson,Oklahoma,40067,0,0,6002,0,NA,"Jefferson county, Oklahoma
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Jefferson,Oregon,41031,13,0,24658,5.27212263768351e-4,NA,"Jefferson county, Oregon
 recent cases: 13
 recent prevalence: 0.05%
 possible undercount: NAx"
Jefferson,Pennsylvania,42065,3,0,43425,6.90846286701209e-5,NA,"Jefferson county, Pennsylvania
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Jefferson,Tennessee,47089,12,0,54495,2.202036884117809e-4,NA,"Jefferson county, Tennessee
 recent cases: 12
 recent prevalence: 0.02%
 possible undercount: NAx"
Jefferson,Texas,48245,141,13,251565,5.604913243098205e-4,9.21985815602837,"Jefferson county, Texas
 recent cases: 141
 recent prevalence: 0.06%
 possible undercount: 9.2x"
Jefferson,Washington,53031,0,0,32221,0,NA,"Jefferson county, Washington
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Jefferson,West Virginia,54037,18,1,57146,3.149826759528226e-4,5.555555555555555,"Jefferson county, West Virginia
 recent cases: 18
 recent prevalence: 0.03%
 possible undercount: 5.6x"
Jefferson,Wisconsin,55055,14,0,84769,1.651547145772629e-4,NA,"Jefferson county, Wisconsin
 recent cases: 14
 recent prevalence: 0.02%
 possible undercount: NAx"
Jefferson Davis,Louisiana,22053,8,1,31368,2.550369803621525e-4,12.5,"Jefferson Davis county, Louisiana
 recent cases: 8
 recent prevalence: 0.03%
 possible undercount: 12.5x"
Jefferson Davis,Mississippi,28065,33,0,11128,0.00296549245147376,NA,"Jefferson Davis county, Mississippi
 recent cases: 33
 recent prevalence: 0.30%
 possible undercount: NAx"
Jenkins,Georgia,13165,4,0,8676,4.610419548178884e-4,NA,"Jenkins county, Georgia
 recent cases: 4
 recent prevalence: 0.05%
 possible undercount: NAx"
Jennings,Indiana,18079,22,2,27735,7.932215612042546e-4,9.090909090909092,"Jennings county, Indiana
 recent cases: 22
 recent prevalence: 0.08%
 possible undercount: 9.1x"
Jerauld,South Dakota,46073,2,1,2013,9.935419771485345e-4,50,"Jerauld county, South Dakota
 recent cases: 2
 recent prevalence: 0.10%
 possible undercount: 50.0x"
Jerome,Idaho,16053,15,0,24412,6.144519088972637e-4,NA,"Jerome county, Idaho
 recent cases: 15
 recent prevalence: 0.06%
 possible undercount: NAx"
Jersey,Illinois,17083,4,1,21773,1.8371377394020116e-4,25,"Jersey county, Illinois
 recent cases: 4
 recent prevalence: 0.02%
 possible undercount: 25.0x"
Jessamine,Kentucky,21113,9,0,54115,1.6631248267578305e-4,NA,"Jessamine county, Kentucky
 recent cases: 9
 recent prevalence: 0.02%
 possible undercount: NAx"
Jewell,Kansas,20089,0,0,2879,0,NA,"Jewell county, Kansas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Jim Hogg,Texas,48247,2,0,5200,3.846153846153846e-4,NA,"Jim Hogg county, Texas
 recent cases: 2
 recent prevalence: 0.04%
 possible undercount: NAx"
Jim Wells,Texas,48249,3,0,40482,7.410701052319549e-5,NA,"Jim Wells county, Texas
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Jo Daviess,Illinois,17085,3,0,21235,1.4127619496114905e-4,NA,"Jo Daviess county, Illinois
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Johnson,Arkansas,05071,9,0,26578,3.3862593122131084e-4,NA,"Johnson county, Arkansas
 recent cases: 9
 recent prevalence: 0.03%
 possible undercount: NAx"
Johnson,Georgia,13167,29,1,9643,0.003007362853883646,3.4482758620689653,"Johnson county, Georgia
 recent cases: 29
 recent prevalence: 0.30%
 possible undercount: 3.4x"
Johnson,Illinois,17087,2,0,12417,1.610695014898929e-4,NA,"Johnson county, Illinois
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Johnson,Indiana,18081,279,36,158167,0.0017639583478222386,12.903225806451612,"Johnson county, Indiana
 recent cases: 279
 recent prevalence: 0.18%
 possible undercount: 12.9x"
Johnson,Iowa,19103,138,3,151140,9.130607383882494e-4,2.1739130434782608,"Johnson county, Iowa
 recent cases: 138
 recent prevalence: 0.09%
 possible undercount: 2.2x"
Johnson,Kansas,20091,129,10,602401,2.1414307081163544e-4,7.751937984496124,"Johnson county, Kansas
 recent cases: 129
 recent prevalence: 0.02%
 possible undercount: 7.8x"
Johnson,Kentucky,21115,2,0,22188,9.013881377321075e-5,NA,"Johnson county, Kentucky
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Johnson,Missouri,29101,8,0,54062,1.4797824719766194e-4,NA,"Johnson county, Missouri
 recent cases: 8
 recent prevalence: 0.01%
 possible undercount: NAx"
Johnson,Nebraska,31097,2,0,5071,3.9439952672056796e-4,NA,"Johnson county, Nebraska
 recent cases: 2
 recent prevalence: 0.04%
 possible undercount: NAx"
Johnson,Tennessee,47091,3,0,17788,1.6865302451090622e-4,NA,"Johnson county, Tennessee
 recent cases: 3
 recent prevalence: 0.02%
 possible undercount: NAx"
Johnson,Texas,48251,50,3,175817,2.843866065283789e-4,6,"Johnson county, Texas
 recent cases: 50
 recent prevalence: 0.03%
 possible undercount: 6.0x"
Johnson,Wyoming,56019,0,0,8445,0,NA,"Johnson county, Wyoming
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Johnston,North Carolina,37101,52,8,209339,2.484009190834006e-4,15.384615384615385,"Johnston county, North Carolina
 recent cases: 52
 recent prevalence: 0.02%
 possible undercount: 15.4x"
Johnston,Oklahoma,40069,1,0,11085,9.021199819576004e-5,NA,"Johnston county, Oklahoma
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Jones,Georgia,13169,10,0,28735,3.480076561684357e-4,NA,"Jones county, Georgia
 recent cases: 10
 recent prevalence: 0.03%
 possible undercount: NAx"
Jones,Iowa,19105,9,0,20681,4.351820511580678e-4,NA,"Jones county, Iowa
 recent cases: 9
 recent prevalence: 0.04%
 possible undercount: NAx"
Jones,Mississippi,28067,113,2,68098,0.001659373256189609,1.7699115044247788,"Jones county, Mississippi
 recent cases: 113
 recent prevalence: 0.17%
 possible undercount: 1.8x"
Jones,North Carolina,37103,9,1,9419,9.555154474997346e-4,11.11111111111111,"Jones county, North Carolina
 recent cases: 9
 recent prevalence: 0.10%
 possible undercount: 11.1x"
Jones,Texas,48253,75,0,20083,0.003734501817457551,NA,"Jones county, Texas
 recent cases: 75
 recent prevalence: 0.37%
 possible undercount: NAx"
Josephine,Oregon,41033,5,0,87487,5.715134820030405e-5,NA,"Josephine county, Oregon
 recent cases: 5
 recent prevalence: 0.01%
 possible undercount: NAx"
Juab,Utah,49023,3,0,12017,2.4964633435965716e-4,NA,"Juab county, Utah
 recent cases: 3
 recent prevalence: 0.02%
 possible undercount: NAx"
Juneau,Wisconsin,55057,8,0,26687,2.9977142428897966e-4,NA,"Juneau county, Wisconsin
 recent cases: 8
 recent prevalence: 0.03%
 possible undercount: NAx"
Juneau City and Borough,Alaska,02110,1,0,31974,3.1275411271658224e-5,NA,"Juneau City and Borough county, Alaska
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Juniata,Pennsylvania,42067,14,1,24763,5.653596090942131e-4,7.142857142857143,"Juniata county, Pennsylvania
 recent cases: 14
 recent prevalence: 0.06%
 possible undercount: 7.1x"
Kalamazoo,Michigan,26077,288,12,265066,0.0010865218473889522,4.166666666666667,"Kalamazoo county, Michigan
 recent cases: 288
 recent prevalence: 0.11%
 possible undercount: 4.2x"
Kalkaska,Michigan,26079,0,0,18038,0,NA,"Kalkaska county, Michigan
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Kanabec,Minnesota,27065,1,0,16337,6.121074860745546e-5,NA,"Kanabec county, Minnesota
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Kanawha,West Virginia,54039,34,9,178124,1.9087826457973097e-4,26.470588235294116,"Kanawha county, West Virginia
 recent cases: 34
 recent prevalence: 0.02%
 possible undercount: 26.5x"
Kandiyohi,Minnesota,27067,197,1,43199,0.004560290747471006,0.5076142131979695,"Kandiyohi county, Minnesota
 recent cases: 197
 recent prevalence: 0.46%
 possible undercount: 0.5x"
Kane,Illinois,17089,1522,32,532403,0.0028587367088464943,2.102496714848883,"Kane county, Illinois
 recent cases: 1522
 recent prevalence: 0.29%
 possible undercount: 2.1x"
Kane,Utah,49025,0,0,7886,0,NA,"Kane county, Utah
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Kankakee,Illinois,17091,115,11,109862,0.001046767763193825,9.565217391304348,"Kankakee county, Illinois
 recent cases: 115
 recent prevalence: 0.10%
 possible undercount: 9.6x"
Karnes,Texas,48255,0,0,15601,0,NA,"Karnes county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Kauai,Hawaii,15007,0,0,72293,0,NA,"Kauai county, Hawaii
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Kaufman,Texas,48257,48,1,136154,3.5254197452884233e-4,2.0833333333333335,"Kaufman county, Texas
 recent cases: 48
 recent prevalence: 0.04%
 possible undercount: 2.1x"
Kay,Oklahoma,40071,2,1,43538,4.593688272313841e-5,50,"Kay county, Oklahoma
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: 50.0x"
Kearney,Nebraska,31099,1,0,6495,1.5396458814472672e-4,NA,"Kearney county, Nebraska
 recent cases: 1
 recent prevalence: 0.02%
 possible undercount: NAx"
Kearny,Kansas,20093,21,0,3838,0.0054715997915581035,NA,"Kearny county, Kansas
 recent cases: 21
 recent prevalence: 0.55%
 possible undercount: NAx"
Keith,Nebraska,31101,0,0,8034,0,NA,"Keith county, Nebraska
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Kemper,Mississippi,28069,56,3,9742,0.005748306302607267,5.357142857142857,"Kemper county, Mississippi
 recent cases: 56
 recent prevalence: 0.57%
 possible undercount: 5.4x"
Kenai Peninsula Borough,Alaska,02122,3,0,58708,5.1100361109218505e-5,NA,"Kenai Peninsula Borough county, Alaska
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Kendall,Illinois,17093,188,6,128990,0.0014574773238235522,3.1914893617021276,"Kendall county, Illinois
 recent cases: 188
 recent prevalence: 0.15%
 possible undercount: 3.2x"
Kendall,Texas,48259,3,0,47431,6.324977335497881e-5,NA,"Kendall county, Texas
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Kennebec,Maine,23011,8,4,122302,6.541184935651093e-5,50,"Kennebec county, Maine
 recent cases: 8
 recent prevalence: 0.01%
 possible undercount: 50.0x"
Kenosha,Wisconsin,55059,307,8,169561,0.0018105578523363274,2.6058631921824102,"Kenosha county, Wisconsin
 recent cases: 307
 recent prevalence: 0.18%
 possible undercount: 2.6x"
Kent,Delaware,10001,388,18,180786,0.00214618388592037,4.639175257731959,"Kent county, Delaware
 recent cases: 388
 recent prevalence: 0.21%
 possible undercount: 4.6x"
Kent,Maryland,24029,66,6,19422,0.003398208217485326,9.090909090909092,"Kent county, Maryland
 recent cases: 66
 recent prevalence: 0.34%
 possible undercount: 9.1x"
Kent,Michigan,26081,1288,15,656955,0.0019605604645675885,1.1645962732919255,"Kent county, Michigan
 recent cases: 1288
 recent prevalence: 0.20%
 possible undercount: 1.2x"
Kent,Rhode Island,44003,317,25,164292,0.0019294913933727753,7.886435331230284,"Kent county, Rhode Island
 recent cases: 317
 recent prevalence: 0.19%
 possible undercount: 7.9x"
Kenton,Kentucky,21117,171,11,166998,0.0010239643588545971,6.432748538011696,"Kenton county, Kentucky
 recent cases: 171
 recent prevalence: 0.10%
 possible undercount: 6.4x"
Keokuk,Iowa,19107,2,0,10246,1.9519812609798947e-4,NA,"Keokuk county, Iowa
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Kern,California,06029,376,8,900202,4.176840309175052e-4,2.127659574468085,"Kern county, California
 recent cases: 376
 recent prevalence: 0.04%
 possible undercount: 2.1x"
Kerr,Texas,48265,2,0,52600,3.802281368821293e-5,NA,"Kerr county, Texas
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: NAx"
Kershaw,South Carolina,45055,44,1,66551,6.611470902014996e-4,2.272727272727273,"Kershaw county, South Carolina
 recent cases: 44
 recent prevalence: 0.07%
 possible undercount: 2.3x"
Ketchikan Gateway Borough,Alaska,02130,0,0,13901,0,NA,"Ketchikan Gateway Borough county, Alaska
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Kewaunee,Wisconsin,55061,14,0,20434,6.851326221004208e-4,NA,"Kewaunee county, Wisconsin
 recent cases: 14
 recent prevalence: 0.07%
 possible undercount: NAx"
Kimball,Nebraska,31105,0,0,3632,0,NA,"Kimball county, Nebraska
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
King,Washington,53033,1274,97,2252782,5.655229844698688e-4,7.6138147566719,"King county, Washington
 recent cases: 1274
 recent prevalence: 0.06%
 possible undercount: 7.6x"
King and Queen,Virginia,51097,1,0,7025,1.4234875444839857e-4,NA,"King and Queen county, Virginia
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
King George,Virginia,51099,17,2,26836,6.334774183932031e-4,11.764705882352942,"King George county, Virginia
 recent cases: 17
 recent prevalence: 0.06%
 possible undercount: 11.8x"
King William,Virginia,51101,8,1,17148,4.6652670865407047e-4,12.5,"King William county, Virginia
 recent cases: 8
 recent prevalence: 0.05%
 possible undercount: 12.5x"
Kingfisher,Oklahoma,40073,2,0,15765,1.2686330478908975e-4,NA,"Kingfisher county, Oklahoma
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Kings,California,06031,179,0,152940,0.0011703936184124493,NA,"Kings county, California
 recent cases: 179
 recent prevalence: 0.12%
 possible undercount: NAx"
Kiowa,Kansas,20097,1,0,2475,4.0404040404040404e-4,NA,"Kiowa county, Kansas
 recent cases: 1
 recent prevalence: 0.04%
 possible undercount: NAx"
Kiowa,Oklahoma,40075,2,0,8708,2.2967386311437759e-4,NA,"Kiowa county, Oklahoma
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Kit Carson,Colorado,08063,4,1,7097,5.636184303226716e-4,25,"Kit Carson county, Colorado
 recent cases: 4
 recent prevalence: 0.06%
 possible undercount: 25.0x"
Kitsap,Washington,53035,12,0,271473,4.420329093501011e-5,NA,"Kitsap county, Washington
 recent cases: 12
 recent prevalence: 0.00%
 possible undercount: NAx"
Kittitas,Washington,53037,1,0,47935,2.0861583394179617e-5,NA,"Kittitas county, Washington
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Kittson,Minnesota,27069,0,0,4298,0,NA,"Kittson county, Minnesota
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Klamath,Oregon,41035,6,0,68238,8.792754770069463e-5,NA,"Klamath county, Oregon
 recent cases: 6
 recent prevalence: 0.01%
 possible undercount: NAx"
Kleberg,Texas,48273,4,0,30680,1.303780964797914e-4,NA,"Kleberg county, Texas
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: NAx"
Klickitat,Washington,53039,2,0,22425,8.918617614269788e-5,NA,"Klickitat county, Washington
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Knott,Kentucky,21119,1,0,14806,6.754018641091449e-5,NA,"Knott county, Kentucky
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Knox,Illinois,17095,45,0,49699,9.054508138996761e-4,NA,"Knox county, Illinois
 recent cases: 45
 recent prevalence: 0.09%
 possible undercount: NAx"
Knox,Indiana,18083,2,0,36594,5.465376837732962e-5,NA,"Knox county, Indiana
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Knox,Kentucky,21121,3,0,31145,9.632364745545032e-5,NA,"Knox county, Kentucky
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Knox,Maine,23013,3,0,39772,7.542995071909886e-5,NA,"Knox county, Maine
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Knox,Nebraska,31107,3,0,8332,3.600576092174748e-4,NA,"Knox county, Nebraska
 recent cases: 3
 recent prevalence: 0.04%
 possible undercount: NAx"
Knox,Ohio,39083,6,0,62322,9.62741888899586e-5,NA,"Knox county, Ohio
 recent cases: 6
 recent prevalence: 0.01%
 possible undercount: NAx"
Knox,Tennessee,47093,55,1,470313,1.1694339726947798e-4,1.8181818181818181,"Knox county, Tennessee
 recent cases: 55
 recent prevalence: 0.01%
 possible undercount: 1.8x"
Knox,Texas,48275,0,0,3664,0,NA,"Knox county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Kodiak Island Borough,Alaska,02150,0,0,12998,0,NA,"Kodiak Island Borough county, Alaska
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Koochiching,Minnesota,27071,0,0,12229,0,NA,"Koochiching county, Minnesota
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Kootenai,Idaho,16055,9,0,165697,5.431601054937627e-5,NA,"Kootenai county, Idaho
 recent cases: 9
 recent prevalence: 0.01%
 possible undercount: NAx"
Kosciusko,Indiana,18085,16,0,79456,2.013693113169553e-4,NA,"Kosciusko county, Indiana
 recent cases: 16
 recent prevalence: 0.02%
 possible undercount: NAx"
Kossuth,Iowa,19109,1,0,14813,6.750826976304597e-5,NA,"Kossuth county, Iowa
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
La Crosse,Wisconsin,55063,7,0,118016,5.931399132321041e-5,NA,"La Crosse county, Wisconsin
 recent cases: 7
 recent prevalence: 0.01%
 possible undercount: NAx"
La Paz,Arizona,04012,10,1,21108,4.737540269092287e-4,10,"La Paz county, Arizona
 recent cases: 10
 recent prevalence: 0.05%
 possible undercount: 10.0x"
La Plata,Colorado,08067,12,0,56221,2.1344337525124063e-4,NA,"La Plata county, Colorado
 recent cases: 12
 recent prevalence: 0.02%
 possible undercount: NAx"
La Salle,Texas,48283,0,0,7520,0,NA,"La Salle county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Labette,Kansas,20099,2,0,19618,1.0194719135487817e-4,NA,"Labette county, Kansas
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Lac qui Parle,Minnesota,27073,1,0,6623,1.5098897780462027e-4,NA,"Lac qui Parle county, Minnesota
 recent cases: 1
 recent prevalence: 0.02%
 possible undercount: NAx"
Lackawanna,Pennsylvania,42069,372,50,209674,0.0017741827789807033,13.440860215053764,"Lackawanna county, Pennsylvania
 recent cases: 372
 recent prevalence: 0.18%
 possible undercount: 13.4x"
Lafayette,Arkansas,05073,4,1,6624,6.038647342995169e-4,25,"Lafayette county, Arkansas
 recent cases: 4
 recent prevalence: 0.06%
 possible undercount: 25.0x"
Lafayette,Florida,12067,2,0,8422,2.3747328425552126e-4,NA,"Lafayette county, Florida
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Lafayette,Louisiana,22055,44,4,244390,1.80040099840419e-4,9.090909090909092,"Lafayette county, Louisiana
 recent cases: 44
 recent prevalence: 0.02%
 possible undercount: 9.1x"
Lafayette,Mississippi,28071,28,0,54019,5.183361409874304e-4,NA,"Lafayette county, Mississippi
 recent cases: 28
 recent prevalence: 0.05%
 possible undercount: NAx"
Lafayette,Missouri,29107,17,0,32708,5.197505197505198e-4,NA,"Lafayette county, Missouri
 recent cases: 17
 recent prevalence: 0.05%
 possible undercount: NAx"
Lafayette,Wisconsin,55065,3,0,16665,1.8001800180018e-4,NA,"Lafayette county, Wisconsin
 recent cases: 3
 recent prevalence: 0.02%
 possible undercount: NAx"
Lafourche,Louisiana,22057,110,23,97614,0.001126887536623845,20.90909090909091,"Lafourche county, Louisiana
 recent cases: 110
 recent prevalence: 0.11%
 possible undercount: 20.9x"
LaGrange,Indiana,18087,15,1,39614,3.786540112081587e-4,6.666666666666667,"LaGrange county, Indiana
 recent cases: 15
 recent prevalence: 0.04%
 possible undercount: 6.7x"
Lake,California,06033,2,0,64386,3.106265337185102e-5,NA,"Lake county, California
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: NAx"
Lake,Colorado,08065,13,0,8127,0.0015996062507690415,NA,"Lake county, Colorado
 recent cases: 13
 recent prevalence: 0.16%
 possible undercount: NAx"
Lake,Florida,12069,22,7,367118,5.992623625101466e-5,31.818181818181817,"Lake county, Florida
 recent cases: 22
 recent prevalence: 0.01%
 possible undercount: 31.8x"
Lake,Illinois,17097,2083,64,696535,0.002990517346579856,3.072491598655785,"Lake county, Illinois
 recent cases: 2083
 recent prevalence: 0.30%
 possible undercount: 3.1x"
Lake,Indiana,18089,934,49,485493,0.0019238176451565729,5.2462526766595285,"Lake county, Indiana
 recent cases: 934
 recent prevalence: 0.19%
 possible undercount: 5.2x"
Lake,Michigan,26085,0,0,11853,0,NA,"Lake county, Michigan
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Lake,Montana,30047,0,0,30458,0,NA,"Lake county, Montana
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Lake,Ohio,39085,37,2,230149,1.607654171862576e-4,5.405405405405405,"Lake county, Ohio
 recent cases: 37
 recent prevalence: 0.02%
 possible undercount: 5.4x"
Lake,South Dakota,46079,1,0,12797,7.814331483941548e-5,NA,"Lake county, South Dakota
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Lake,Tennessee,47095,54,0,7016,0.007696693272519955,NA,"Lake county, Tennessee
 recent cases: 54
 recent prevalence: 0.77%
 possible undercount: NAx"
Lamar,Alabama,01075,5,0,13805,3.621876131836291e-4,NA,"Lamar county, Alabama
 recent cases: 5
 recent prevalence: 0.04%
 possible undercount: NAx"
Lamar,Georgia,13171,12,2,19077,6.290297216543482e-4,16.666666666666668,"Lamar county, Georgia
 recent cases: 12
 recent prevalence: 0.06%
 possible undercount: 16.7x"
Lamar,Mississippi,28073,49,1,63343,7.735661399049619e-4,2.0408163265306123,"Lamar county, Mississippi
 recent cases: 49
 recent prevalence: 0.08%
 possible undercount: 2.0x"
Lamar,Texas,48277,61,0,49859,0.0012234501293648089,NA,"Lamar county, Texas
 recent cases: 61
 recent prevalence: 0.12%
 possible undercount: NAx"
Lamb,Texas,48279,2,0,12893,1.551229349259288e-4,NA,"Lamb county, Texas
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Lamoille,Vermont,50015,3,0,25362,1.1828720132481665e-4,NA,"Lamoille county, Vermont
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Lampasas,Texas,48281,2,0,21428,9.333582228859437e-5,NA,"Lampasas county, Texas
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Lancaster,Nebraska,31109,349,0,319090,0.0010937353097872074,NA,"Lancaster county, Nebraska
 recent cases: 349
 recent prevalence: 0.11%
 possible undercount: NAx"
Lancaster,Pennsylvania,42071,723,99,545724,0.0013248455263100028,13.692946058091286,"Lancaster county, Pennsylvania
 recent cases: 723
 recent prevalence: 0.13%
 possible undercount: 13.7x"
